National Historic Trail,Pony Express,"Various States CA,CO,KS,MO,NE,NV,UT,WY","
It is hard to believe that young men once rode horses to carry mail from Missouri to California in the unprecedented time of only 10 days. This relay system along the Pony Express National Historic Trail in eight states was the most direct and practical means of east-west communications before the telegraph.
","CA,CO,KS,MO,NE,NV,UT,WY"
National Memorial,Port Chicago Naval Magazine,"Concord Naval Weapons Station, CA","
On the evening of July 17, 1944, residents in the San Francisco east bay area were jolted awake by a massive explosion that cracked windows and lit up the night sky. At Port Chicago Naval Magazine, 320 men were instantly killed when two ships being loaded with ammunition for the Pacific theater troops blew up. It was WWII's worst home front disaster.
",CA
No information,Presidio of San Francisco,"San Francisco, CA","
For 218 years, the Presidio served as an army post for three nations. World and local events, from military campaigns to World Fairs and earthquakes, left their mark. Come enjoy the history and the natural beauty of the Presidio. Explore centuries of architecture. Reflect in a national cemetery. Walk along an historic airfield, through forests or to beaches, and admire spectacular vistas.
",CA
National and State Parks,Redwood,"Del Norte & Humboldt counties , CA","
Most people know Redwood as home to the tallest trees on Earth. The parks also protect vast prairies, oak woodlands, wild river-ways, and nearly 40-miles of rugged coastline.  For thousands of years people have lived in this verdant landscape.  Together, the National Park Service and California State Parks are managing and restoring these lands for the inspiration, enjoyment, and education of all.
",CA
National Historical Park,Rosie the Riveter WWII Home Front,"Richmond, CA","
Explore and honor the efforts and sacrifices of American civilians on the World War II home front.  Find out how they lived, worked and got along. Many faces, many stories, many truths weave a complex tapestry of myths and realities from this time of opportunity and loss.
",CA
National Historical Park,San Francisco Maritime,"San Francisco, CA","
Located in the Fisherman's Wharf neighborhood, San Francisco Maritime National Historical Park offers visitors the sights, sounds, smells and stories of Pacific Coast maritime history. The Park includes a magnificent fleet of historic ships, a Visitor Center, Maritime Museum, Maritime Research Center, and Aquatic Park Historic District.
",CA
National Recreation Area,Santa Monica Mountains,"Thousand Oaks, CA","
Hidden in plain sight from Los Angeles, the Santa Monica Mountains offer easy access to surprisingly wild places. Experience the famous beaches of Malibu or explore more than 500 miles of trails. The park abounds with historical and cultural sites, from old movie ranches to Native American centers. What will you and your family discover?
",CA
National Parks,Sequoia & Kings Canyon,"In the southern Sierra Nevada in Tulare and Fresno counties, CA","
This dramatic landscape testifies to nature's size, beauty, and diversity--huge mountains, rugged foothills, deep canyons, vast caverns, and the world's largest trees. These two parks lie side by side in the southern Sierra Nevada east of the San Joaquin Valley. Weather varies a lot by season and elevation, which ranges from 1,370' to 14,494'.
",CA
No information,Tule Lake Unit,"Tulelake, CA","
The Tule Lake Unit, WWII Valor in the Pacific National Monument includes both the the Tule Lake Segregation Center, the largest and most controversial of the sites where Japanese Americans were incarcerated during World War II, and Camp Tulelake, which was first a Civilian Conservation Corps camp, then an additional facility to detain Japanese Americans, and finally a prisoner of war camp.
",CA
National Recreation Area,Whiskeytown,"Whiskeytown, CA","
Whiskeytown Lake’s beautiful crystal-clear waters, surrounded by mountain peaks, are perhaps the most prominent feature of the park.  However, water-based recreation is only a small part of what the park has to offer. The 39,000 acres surrounding the lake hold four waterfalls, pristine mountain creeks, 70 miles of trails, and opportunities to explore the history of the California Gold Rush.
",CA
National Monument,World War II Valor in the Pacific,"Honolulu, HI,AK,CA","
At World War II Valor in the Pacific National Monument, home of the USS Arizona Memorial, learn about one of the most pivotal moments in US history: the attack on Pearl Harbor, and the subsequent entry of the United States into World War II. The monument preserves and interprets the stories of the Pacific War, from the internment of Japanese Americans to the battles in the Aleutians.
","AK,CA,HI"
National Park,Yosemite,"the Sierra Nevada, CA","
Not just a great valley, but a shrine to human foresight, the strength of granite, the power of glaciers, the persistence of life, and the tranquility of the High Sierra.
First protected in 1864, Yosemite National Park is best known for its waterfalls, but within its nearly 1,200 square miles, you can find deep valleys, grand meadows, ancient giant sequoias, a vast wilderness area, and much more.
",CA
National Historic Site,Bent's Old Fort,"La Junta, CO","
Bent's Old Fort National Historic Site features a reconstructed 1840s adobe fur trading post on the mountain branch of the Santa Fe Trail where traders, trappers, travelers, and the Cheyenne and Arapaho tribes came together in peaceful terms for trade.  Today, living historians recreate the sights, sounds, and smells of the past with guided tours, demonstrations and special events.
",CO
National Park,Black Canyon Of The Gunnison,"Montrose, CO","
Big enough to be overwhelming, still intimate enough to feel the pulse of time, Black Canyon of the Gunnison exposes you to some of the steepest cliffs, oldest rock, and craggiest spires in North America. With two million years to work, the Gunnison River, along with the forces of weathering, has sculpted this vertical wilderness of rock, water, and sky.
",CO
National Historic Trail,California,"Various States CA,CO,ID,KS,MO,NE,NV,OR,UT,WY","
Follow in the footsteps of over 250,000 emigrants who traveled to the gold fields and rich farmlands of California during the 1840s and 1850s: the greatest mass migration in American history. The California National Historic Trail is over 5,000 miles long and covers portions of 10 states. Step into history along more than 1,000 miles of ruts and traces from travelers and their overland wagons.
","CA,CO,ID,KS,MO,NE,NV,OR,UT,WY"
National Monument,Colorado,"Fruita, CO","
Colorado National Monument preserves one of the grand landscapes of the American West. But this treasure is much more than a monument. Towering monoliths exist within a vast plateau and canyon panorama. You can experience sheer-walled, red rock canyons along the twists and turns of Rim Rock Drive, where you may spy bighorn sheep and soaring eagles.
",CO
National Recreation Area,Curecanti,"Gunnison, CO","
Curecanti National Recreation Area is a series of three reservoirs along the once wild Gunnison River. The reservoirs that make up Curecanti today are a destination for water-based recreation high in the Rocky Mountains. Best known for salmon and trout fishing, Curecanti also offers opportunities for hiking, boating, camping, and bird watching.
",CO
National Monument,Dinosaur,"Vernal, Utah & Dinosaur, Colorado, CO,UT","
Dinosaurs once roamed here. Their fantastic remains are still visible embedded in the rocks. Today, the mountains, desert and untamed rivers flowing in deep canyons, support an array of life. Petroglyphs hint at earlier cultures. Later, homesteaders and outlaws found refuge here. Whether your passion is science, adventure, history or scenery, Dinosaur offers much to explore.
","CO,UT"
